ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2059642-20150116,2366583,218249,6,NORFLO HOLDING CORPORATION,NORMAN'S,1001-1003 E 43RD ST 1ST,CHICAGO,IL,60653,4,5,2,1050,Public Place of Amusement,2059642,RENEW,,11/15/2014,12/08/2014,N,01/16/2015,01/15/2017,12/10/2014,12/11/2014,AAI,,,41.816761721,-87.601787319,"(41.81676172087383, -87.60178731861693)"
1958865-20141016,2352788,341098,1,"THE NEW 400, LLC",THE NEW 400,6746 N SHERIDAN RD 1,CHICAGO,IL,60626,49,9,24,1050,Public Place of Amusement,1958865,RENEW,,08/15/2014,10/10/2014,N,10/16/2014,10/15/2016,10/10/2014,11/25/2014,AAI,,54,42.004936377,-87.661013651,"(42.00493637711607, -87.66101365071366)"
2084791-20170216,2503109,261056,1,2610 RESTAURANT INC.,IMPERIA LOUNGE,2610-2612 W PETERSON AVE,CHICAGO,IL,60659,40,10,24,1050,Public Place of Amusement,2084791,RENEW,,12/15/2016,02/14/2017,N,02/16/2017,02/15/2019,02/14/2017,02/14/2017,AAI,,,41.990577712,-87.695051595,"(41.99057771185899, -87.69505159486957)"
2141243-20231016,2926877,369885,1,DTHIEN ENTERPRISE LIMITED,BASSLINE,2239 S MICHIGAN AVE 1,CHICAGO,IL,60616,3,3,1,1050,Public Place of Amusement,2141243,RENEW,,08/15/2023,09/25/2023,N,10/16/2023,10/15/2025,10/12/2023,10/13/2023,AAI,,,41.851747146,-87.623627758,"(41.85174714610376, -87.6236277575538)"
31839-20190416,2648141,14420,1,"CHICAGO OCTAGON CLUB, INC.",THE TIN LIZZIE,2483 N CLARK ST,CHICAGO,IL,60614,43,27,19,1472,Music and Dance,31839,RENEW,,02/22/2019,03/29/2019,N,04/16/2019,07/15/2021,03/29/2019,05/02/2019,AAI,,23,41.927833818,-87.641658809,"(41.92783381766517, -87.6416588091054)"
1044955-20240416,2953424,203395,3,"Broadway In Chicago, LLC",Cadillac Palace Theater,151 W RANDOLPH ST,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,1044955,RENEW,,02/15/2024,03/01/2024,N,04/16/2024,04/15/2026,04/10/2024,04/11/2024,AAI,,,41.884363124,-87.632508385,"(41.884363124337945, -87.63250838516524)"
1478135-20160316,2444738,268298,1,"MILLENNIUM PARK JOINT VENTURE, LLC",THE PARK GRILL,11-35 N MICHIGAN AVE,CHICAGO,IL,60602,42,44,1,1050,Public Place of Amusement,1478135,RENEW,,01/15/2016,03/04/2016,N,03/16/2016,03/15/2018,03/04/2016,03/08/2016,AAI,,,41.882380741,-87.624228631,"(41.882380740887285, -87.62422863136193)"
2313697-20180716,2599232,388341,1,"IMCMV CHICAGO, LLC",JIMMY BUFFETT'S MARGARITAVILLE BAR & GRILL,700 E GRAND AVE 1 FC12,CHICAGO,IL,60611,42,11,18,1050,Public Place of Amusement,2313697,RENEW,,05/15/2018,07/06/2018,N,07/16/2018,07/15/2020,07/09/2018,08/15/2018,AAI,,,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)"
2368644-20151019,2368644,337892,1,"SILVIE'S VARDAR PUB, INC.",SILVIE'S VARDAR PUB,1900-1902 W IRVING PARK RD,CHICAGO,IL,60613,47,12,19,1050,Public Place of Amusement,2368644,ISSUE,12/01/2014,08/25/2015,08/25/2015,N,10/19/2015,11/15/2017,10/19/2015,10/19/2015,AAI,,38,41.954296396,-87.676452353,"(41.954296396013774, -87.67645235326972)"
2518014-20230916,2922244,414786,1,"4C WRIGLEY, LLC",BRICKHOUSE TAVERN,3647 N CLARK ST 1,CHICAGO,IL,60613,44,31,19,1050,Public Place of Amusement,2518014,RENEW,,07/15/2023,08/16/2023,N,09/16/2023,09/15/2025,08/17/2023,08/18/2023,AAI,,17,41.94842204,-87.657324638,"(41.948422040248445, -87.65732463824295)"
2443374-20240216,2945262,278879,2,"BUTTERFLY SOCIAL CLUB, INC.",CLOVER SPORTS BAR,722-724 W GRAND AVE,CHICAGO,IL,60654,27,11,12,1050,Public Place of Amusement,2443374,RENEW,,12/15/2023,02/02/2024,N,02/16/2024,02/15/2026,02/13/2024,02/14/2024,AAI,,,41.891305558,-87.646806628,"(41.89130555785565, -87.64680662847142)"
2542049-20211016,2806627,417202,1,"RP RESTAURANT, LLC",GIBSONS ITALIA,233 N CANAL ST 2-4,CHICAGO,IL,60606,34,18,12,1050,Public Place of Amusement,2542049,RENEW,,08/15/2021,08/16/2021,N,10/16/2021,10/15/2023,09/27/2021,09/28/2021,AAI,,,41.886776204,-87.639737728,"(41.88677620405195, -87.6397377275293)"
2534809-20200916,2743418,416880,1,THE HAMPTON SOCIAL STREETERVILLE LLC,THE HAMPTON SOCIAL,164 E GRAND AVE 1-2,CHICAGO,IL,60611,42,53,18,1050,Public Place of Amusement,2534809,RENEW,,07/15/2020,09/16/2020,N,09/16/2020,09/15/2022,09/16/2020,09/17/2020,AAI,,,41.89186947,-87.622748584,"(41.8918694700262, -87.62274858399921)"
2314277-20210116,2761257,388610,1,"VHC UPPER, LLC",CERISE,203 N WABASH AVE 26,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,2314277,RENEW,,11/15/2020,06/14/2021,N,01/16/2021,01/15/2023,06/14/2021,08/06/2021,AAI,,,41.885828293,-87.626138262,"(41.885828292802344, -87.62613826248786)"
1718675-20240516,2958595,289871,1,ALHAMBRA PALACE RESTAURANT LLC,ALHAMBRA PALACE RESTAURANT,"1240 W RANDOLPH ST 1, 2",CHICAGO,IL,60607,27,33,12,1050,Public Place of Amusement,1718675,RENEW,,03/15/2024,04/05/2024,N,05/16/2024,05/15/2026,05/15/2024,05/16/2024,AAI,,,41.884327802,-87.658457243,"(41.884327801685764, -87.65845724300314)"
2442796-20220516,2839027,403241,1,"FUENTES FAMILY, INC.",MI TIERRA SOUTH RESTAURANT,2528 S KEDZIE AVE,CHICAGO,IL,60623,25,15,10,1050,Public Place of Amusement,2442796,RENEW,,03/15/2022,03/17/2022,N,05/16/2022,05/15/2024,05/17/2022,05/18/2022,AAI,,25,41.845451414,-87.705214285,"(41.845451414064215, -87.70521428516844)"
2036432-20221016,2865317,353500,1,"REGAL CINEMAS, INC.",REGAL CINEMAS CITY NORTH,2600 N WESTERN AVE 1ST AND MEZZANINE,CHICAGO,IL,60647,1,1,14,1050,Public Place of Amusement,2036432,RENEW,,08/15/2022,09/28/2022,N,10/16/2022,10/15/2024,09/28/2022,01/11/2023,AAI,,,41.92866979,-87.687922236,"(41.92866978990974, -87.68792223553898)"
2560928-20191016,2687066,362936,3,"101 CHASE, INC.",THE DUGOUT / PRESS BOX,"950 W ADDISON ST LL, 1 & 4",CHICAGO,IL,60613,44,28,19,1050,Public Place of Amusement,2560928,RENEW,,08/15/2019,10/02/2019,N,10/16/2019,12/15/2021,10/02/2019,02/27/2020,AAI,,17,41.94735998,-87.653932445,"(41.947359980046166, -87.65393244544859)"
30816-20220116,2819634,14190,1,"TROY LOGIC, INC",MARIANNA'S PLACE,5625 W 63RD ST 1ST,CHICAGO,IL,60638,13,49,8,1472,Music and Dance,30816,RENEW,,11/15/2021,01/03/2022,N,01/16/2022,01/15/2024,01/03/2022,01/04/2022,AAI,,,41.777923814,-87.762659385,"(41.77792381411959, -87.76265938509499)"
2451780-20240416,2954683,404342,1,VENUS CABARET LLC,VENUS DINNER THEATER,3741 N SOUTHPORT AVE 1ST,CHICAGO,IL,60613,44,25,19,1050,Public Place of Amusement,2451780,RENEW,,02/15/2024,02/17/2024,N,04/16/2024,04/15/2026,03/28/2024,04/12/2024,AAI,,27,41.950075931,-87.663953259,"(41.95007593145458, -87.66395325868989)"
2147229-20140116,2295546,17132,2,"WYTRWAL ENTERPRISES, INC.",ORION RESTAURANT,5772 S ARCHER AVE 1 & 2 MEZZANINE,CHICAGO,IL,60638,23,48,8,1050,Public Place of Amusement,2147229,RENEW,,11/15/2013,01/03/2014,N,01/16/2014,01/15/2016,01/03/2014,01/06/2014,AAI,,,41.796608587,-87.757323844,"(41.79660858654975, -87.75732384370508)"
2579250-20221016,2865670,388962,1,"BOKA JAPAN, LLC",MOMOTARO,"820 W LAKE ST LL, 1 & 2",CHICAGO,IL,60607,27,1,12,1050,Public Place of Amusement,2579250,RENEW,,08/15/2022,09/19/2022,N,10/16/2022,10/15/2024,10/14/2022,10/17/2022,AAI,,,41.885758369,-87.648410589,"(41.88575836898289, -87.64841058851927)"
1991622-20130216,2223602,217539,1,"3466-68 N. CLARK,  INC.",ROCKWOOD,3466-3470 N CLARK ST 1ST #,CHICAGO,IL,60657,44,38,19,1050,Public Place of Amusement,1991622,RENEW,,01/16/2013,02/15/2013,N,02/16/2013,02/15/2015,08/07/2013,08/08/2013,AAI,,17,41.945159767,-87.655042186,"(41.9451597671042, -87.65504218631185)"
1332803-20130316,2225993,14535,1,BRIDGEPORT U.S.A. CORPORATION,POLO CAFE AND CATERING BRIDGEPORT U.S.A.,3322 S MORGAN ST,CHICAGO,IL,60608,11,19,9,1050,Public Place of Amusement,1332803,RENEW,,01/17/2013,03/15/2013,N,03/16/2013,03/15/2015,03/15/2013,03/25/2013,AAI,,,41.833618869,-87.651182688,"(41.83361886880686, -87.65118268844637)"
2501536-20170421,2501536,411974,1,PINEAPPLE HOSPITALITY COMPANY,Staypineapple Chicago,1 W WASHINGTON ST 1-15,CHICAGO,IL,60602,34,9,1,1050,Public Place of Amusement,2501536,ISSUE,12/08/2016,03/09/2017,03/10/2017,N,04/21/2017,05/15/2019,04/21/2017,04/21/2017,AAI,,1,41.883108627,-87.627948771,"(41.883108627266935, -87.62794877080378)"
2385455-20200816,2736766,396642,1,"RUSCOE BILLIARD, INC.",ROSCOE VILLAGE BILLIARDS,3404 N ASHLAND AVE 1,CHICAGO,IL,60657,47,22,19,1050,Public Place of Amusement,2385455,RENEW,,06/15/2020,07/07/2021,N,08/16/2020,08/15/2022,07/07/2021,08/23/2021,AAI,,27,41.943545492,-87.66891581,"(41.94354549152354, -87.6689158099772)"
2176-20200216,2704639,2680,1,"THE LODGE TAVERN, INC.",THE LODGE TAVERN,21 W DIVISION ST 1,CHICAGO,IL,60610,2,29,18,1472,Music and Dance,2176,RENEW,,12/15/2019,02/12/2020,N,02/16/2020,02/15/2022,02/12/2020,02/13/2020,AAI,,,41.903817807,-87.629582141,"(41.90381780710421, -87.62958214133575)"
16616-20130216,2223320,51763,1,2265 N LINCOLN CORP,Brando's Lincoln Park,2265 N LINCOLN AVE 1ST F,CHICAGO,IL,60614,43,35,18,1050,Public Place of Amusement,16616,RENEW,,01/16/2013,02/07/2013,N,02/16/2013,02/15/2015,02/07/2013,02/28/2013,AAI,,35,41.923405157,-87.645696645,"(41.9234051568052, -87.64569664482036)"
2542469-20210216,2764506,345964,19,"DS CANTINA, INC.",DS TEQUILA CO.,3350-3352 N HALSTED ST LL+1,CHICAGO,IL,60657,44,34,19,1050,Public Place of Amusement,2542469,RENEW,,12/15/2020,03/03/2021,N,02/16/2021,02/15/2023,03/03/2021,03/04/2021,AAI,,17,41.943318356,-87.649514756,"(41.94331835640129, -87.64951475556387)"
2313697-20240716,2969535,388341,1,"IMCMV CHICAGO, LLC",JIMMY BUFFETT'S MARGARITAVILLE BAR & GRILL,700 E GRAND AVE 1 FC12,CHICAGO,IL,60611,42,11,18,1050,Public Place of Amusement,2313697,RENEW,,05/15/2024,06/24/2024,N,07/16/2024,07/15/2026,06/24/2024,06/25/2024,AAI,,,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)"
2109569-20220616,2841639,9207,5,"UNCOMMON GROUND, INC.",UNCOMMON GROUND,3800-3804 N CLARK ST,CHICAGO,IL,60613,44,32,19,1050,Public Place of Amusement,2109569,RENEW,,04/15/2022,04/16/2022,N,06/16/2022,06/15/2024,06/14/2022,06/30/2022,AAI,,17,41.951064053,-87.659795128,"(41.951064053085005, -87.65979512802838)"
2094096-20230716,2907603,27115,2,"NEW SAXONY LIQUORS & LOUNGE, LTD.",UPTOWN LOUNGE,1136-1140 W LAWRENCE AVE 1,CHICAGO,IL,60640,46,40,20,1050,Public Place of Amusement,2094096,RENEW,,05/15/2023,06/12/2023,N,07/16/2023,07/15/2025,07/07/2023,11/29/2023,AAI,,34,41.969144793,-87.659101719,"(41.969144793495026, -87.65910171892875)"
2147540-20161116,2491240,371182,1,"JB AT RIVER NORTH, LLC",Tree House Chicago / Tunnel,149-151 W KINZIE ST,CHICAGO,IL,60654,42,46,18,1050,Public Place of Amusement,2147540,RENEW,,09/15/2016,11/15/2016,N,11/16/2016,11/15/2018,11/15/2016,11/15/2016,AAI,,,41.889072838,-87.632950467,"(41.88907283800213, -87.6329504665191)"
2516918-20200916,2741833,339945,2,"D'AGOSTINOS PIZZA WRIGLEYVILLE, INC.",D'AGOSTINOS PIZZA,1351 W ADDISON ST LL-1,CHICAGO,IL,60613,44,11,19,1050,Public Place of Amusement,2516918,RENEW,,07/15/2020,09/08/2020,N,09/16/2020,06/15/2022,09/08/2020,09/09/2020,AAI,,27,41.946964202,-87.6636616,"(41.94696420186995, -87.6636616004036)"
2151362-20160416,2450137,364264,1,"113 W. HUBBARD, LLC",MERCER 113 / POINT & FEATHER CHICAGO,113-119 W HUBBARD ST 1,CHICAGO,IL,60654,42,32,18,1050,Public Place of Amusement,2151362,RENEW,,02/15/2016,03/08/2016,N,04/16/2016,04/15/2018,03/23/2016,03/24/2016,AAI,,,41.889903496,-87.631680426,"(41.88990349553099, -87.63168042551925)"
2684771-20191031,2684771,461504,1,"YETI COOLERS, LLC",YETI,1572 N MILWAUKEE AVE 1,CHICAGO,IL,60622,1,8,14,1050,Public Place of Amusement,2684771,ISSUE,08/13/2019,08/26/2019,08/26/2019,Y,10/31/2019,11/15/2021,10/31/2019,10/31/2019,AAI,,33,41.909985927,-87.677079652,"(41.909985926655196, -87.67707965187611)"
2583577-20201016,2747370,376257,4,"OXFORD HOTELS AND RESORTS, LLC",HOTEL JULIAN,168 N MICHIGAN AVE 1-17,CHICAGO,IL,60601,34,42,1,1050,Public Place of Amusement,2583577,RENEW,,08/15/2020,10/02/2020,N,10/16/2020,02/15/2022,10/13/2020,10/14/2020,AAI,,,41.884965221,-87.624624199,"(41.884965221497076, -87.6246241985837)"
2432787-20171229,2432787,402314,1,"BAR 22, LLC",BAR 22,2244 S MICHIGAN AVE 1ST AND 2ND,CHICAGO,IL,60616,3,3,1,1050,Public Place of Amusement,2432787,ISSUE,11/05/2015,01/29/2016,01/29/2016,Y,12/29/2017,01/15/2020,12/29/2017,12/29/2017,AAI,,,41.851579626,-87.623916951,"(41.851579625699785, -87.62391695140437)"
2548787-20200216,2705864,297994,3,"R. LATITUDE, INC.",BOUNCE SPORTING CLUB CHICAGO,324-326 W CHICAGO AVE 1-2,CHICAGO,IL,60654,27,28,18,1050,Public Place of Amusement,2548787,RENEW,,12/15/2019,02/07/2020,N,02/16/2020,02/15/2022,02/14/2020,02/14/2020,AAI,,,41.896669492,-87.636709822,"(41.89666949224299, -87.63670982192384)"
2762201-20231016,2925756,210821,3,111 W. HUBBARD PARTNERSHIP,CELESTE & DISCO,111 W HUBBARD ST 1-4,CHICAGO,IL,60654,42,32,18,1050,Public Place of Amusement,2762201,RENEW,,08/15/2023,08/15/2023,N,10/16/2023,02/15/2024,10/26/2023,12/06/2023,AAI,,,41.889904428,-87.631592489,"(41.88990442842049, -87.63159248856867)"
2031776-20190216,2637668,14298,1,"ROSCOE'S TAVERN, LTD.",ROSCOE'S TAVERN LTD,3354-3356 N HALSTED ST,CHICAGO,IL,60657,44,42,19,1050,Public Place of Amusement,2031776,RENEW,,12/15/2018,01/23/2019,N,02/16/2019,07/15/2021,01/30/2019,02/01/2019,AAI,,17,41.943442912,-87.649517054,"(41.94344291172199, -87.64951705356305)"
2560078-20211216,2816371,416883,2,THE QUANDARY LLC,THE QUANDARY,3205 N CLARK ST 1 100,CHICAGO,IL,60657,44,42,19,1050,Public Place of Amusement,2560078,RENEW,,10/15/2021,10/15/2021,N,12/16/2021,12/15/2023,12/08/2021,03/02/2022,AAI,,17,41.940203954,-87.650711827,"(41.94020395354361, -87.65071182685475)"
14624-20221016,2863845,6525,1,SOUTH LOOP CLUB INC,SOUTH LOOP CLUB INC,701 S STATE ST,CHICAGO,IL,60605,4,17,1,1472,Music and Dance,14624,RENEW,,08/15/2022,10/08/2022,N,10/16/2022,10/15/2024,10/08/2022,10/11/2022,AAI,,,41.873055576,-87.627417813,"(41.87305557644521, -87.62741781254495)"
2924473-20231116,2924473,497505,2,"TIN ROOF CHICAGO, LLC",Tin Roof,3519 N CLARK ST 1ST FL AND MEZZ C102-103,CHICAGO,IL,60657,44,38,19,1050,Public Place of Amusement,2924473,ISSUE,08/04/2023,08/04/2023,08/04/2023,Y,11/16/2023,12/15/2025,11/16/2023,11/16/2023,AAI,,17,41.946280811,-87.655603128,"(41.94628081101039, -87.65560312808297)"
55256-20200216,2704993,18126,6,"WESTIN RIVER NORTH, CHICAGO BEVERAGE COMPANY",WESTIN RIVER NORTH CHGO HOTEL,320 N DEARBORN ST  BANQU,CHICAGO,IL,60654,42,32,18,1050,Public Place of Amusement,55256,RENEW,,12/15/2019,02/07/2020,N,02/16/2020,02/15/2022,02/18/2020,02/18/2020,AAI,,,41.888070378,-87.629692257,"(41.88807037763845, -87.62969225672218)"
2313697-20140721,2313697,388341,1,"IMCMV CHICAGO, LLC",JIMMY BUFFETT'S MARGARITAVILLE BAR & GRILL,700 E GRAND AVE 1 FC12,CHICAGO,IL,60611,42,11,18,1050,Public Place of Amusement,2313697,ISSUE,02/20/2014,05/02/2014,05/02/2014,N,07/21/2014,08/15/2016,07/21/2014,07/21/2014,AAI,,,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)"
1520428-20220516,2837507,281776,1,"GABI CABRERA, INC.",LALO'S MEXICAN RESTAURANT,733 W MAXWELL ST,CHICAGO,IL,60607,28,3,12,1050,Public Place of Amusement,1520428,RENEW,,03/15/2022,04/01/2022,N,05/16/2022,05/15/2024,05/09/2022,05/10/2022,AAI,,,41.864681242,-87.646365856,"(41.864681242184645, -87.64636585589753)"
1915123-20150316,2377651,333411,1,ACCOR BUSINESS AND LEISURE MANAGEMENT LLC,Sofitel Chicago Magnificient Mile,20 E CHESTNUT ST,CHICAGO,IL,60611,42,32,18,1050,Public Place of Amusement,1915123,RENEW,,01/16/2015,02/26/2015,N,03/16/2015,03/15/2017,03/10/2015,03/11/2015,AAI,,,41.898444637,-87.62740564,"(41.898444636675144, -87.62740563976503)"
2189459-20150216,2373044,375962,1,CHSP TRS LAKESHORE LLC,W CHICAGO-LAKESHORE,644 N LAKE SHORE DR 1-32,CHICAGO,IL,60611,2,63,18,1050,Public Place of Amusement,2189459,RENEW,,12/15/2014,01/23/2015,N,02/16/2015,02/15/2017,02/17/2015,02/18/2015,AAI,,,41.893871348,-87.615274777,"(41.89387134779289, -87.61527477728374)"
2495809-20210116,2761476,408316,1,ESCAPE ARTISTRY II LLC,ESCAPE ARTISTRY II LLC,1342 N MILWAUKEE AVE 2,CHICAGO,IL,60622,1,10,14,1050,Public Place of Amusement,2495809,RENEW,,11/15/2020,12/16/2020,N,01/16/2021,01/15/2023,08/23/2021,08/24/2021,AAI,,33,41.906104868,-87.671006755,"(41.90610486833412, -87.67100675475538)"
2314181-20140617,2314181,388216,1,F&O CHICAGO LLC,FIG & OLIVE,70-104 E OAK ST 2-3,CHICAGO,IL,60611,42,24,18,1050,Public Place of Amusement,2314181,ISSUE,03/04/2014,04/01/2014,04/01/2014,Y,06/17/2014,07/15/2016,06/17/2014,06/17/2014,AAI,,,41.900898622,-87.625798538,"(41.90089862165083, -87.6257985377992)"
2309242-20190216,2640542,388229,1,"MOVIE GRILL CONCEPTS XXVI, LLC",STUDIO MOVIE GRILL,210 W 87TH ST,CHICAGO,IL,60620,21,37,6,1050,Public Place of Amusement,2309242,RENEW,,12/15/2018,01/21/2019,N,02/16/2019,07/15/2021,01/25/2019,01/28/2019,AAI,,,41.736217961,-87.629310437,"(41.736217960782156, -87.62931043653778)"
2550159-20190416,2649922,305426,1,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,NORTHWESTERN UNIVERSITY SETTLEMENT HOUSE & VITTUM THEATER,1012 N NOBLE ST 1-3,CHICAGO,IL,60642,1,56,12,1050,Public Place of Amusement,2550159,RENEW,,02/22/2019,03/11/2019,N,04/16/2019,07/15/2021,03/25/2019,03/26/2019,AAI,,29,41.900266619,-87.662666416,"(41.90026661899035, -87.66266641552214)"
2084737-20200316,2710613,283671,2,401 NORTH WABASH VENTURE LLC,TRUMP INTERNATIONAL HOTEL,401 N WABASH AVE 1-89,CHICAGO,IL,60611,42,55,18,1050,Public Place of Amusement,2084737,RENEW,,01/15/2020,02/11/2020,N,03/16/2020,03/15/2022,03/12/2020,03/13/2020,AAI,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
2245231-20230416,2891745,10356,2,"CHICAGO WHIRLY, INC.",WHIRLYBALL,1825-1855 W WEBSTER AVE,CHICAGO,IL,60614,32,34,14,1050,Public Place of Amusement,2245231,RENEW,,02/15/2023,02/15/2023,N,04/16/2023,04/15/2025,04/19/2023,04/20/2023,AAI,,,41.921352635,-87.673667189,"(41.9213526351196, -87.6736671888826)"
2141243-20211016,2805948,369885,1,DTHIEN ENTERPRISE LIMITED,BASSLINE,2239 S MICHIGAN AVE 1,CHICAGO,IL,60616,3,3,1,1050,Public Place of Amusement,2141243,RENEW,,08/15/2021,08/31/2021,N,10/16/2021,10/15/2023,09/21/2021,09/22/2021,AAI,,,41.851747146,-87.623627758,"(41.85174714610376, -87.6236277575538)"
2288825-20200216,2704945,16085,3,"FOREGIVENESS, INC.",MAPLE & ASH/ EIGHT BAR,6-8 W MAPLE ST,CHICAGO,IL,60610,2,60,18,1050,Public Place of Amusement,2288825,RENEW,,12/15/2019,02/07/2020,N,02/16/2020,02/15/2022,02/07/2020,02/10/2020,AAI,,,41.901990808,-87.628593803,"(41.90199080838916, -87.62859380325996)"
2350032-20200516,2719597,21847,4,"JOHNNY'S ICE HOUSE, INC.",JOHNNY'S ICE HOUSE,"2550-2602 W MADISON ST 1ST, 2ND, MEZZ",CHICAGO,IL,60612,27,56,12,1050,Public Place of Amusement,2350032,RENEW,,03/15/2020,06/17/2020,N,05/16/2020,05/15/2022,06/18/2020,06/19/2020,AAI,,,41.881233424,-87.690389586,"(41.88123342371891, -87.69038958620825)"
2845640-20220726,2845640,485319,1,MDG HIMP Chicago Owner LLC,Holiday Inn Chicago Downtown-Wolf Point & Voco Chicago Downtown,"350 N ORLEANS ST 1, 14-23",CHICAGO,IL,60654,42,17,18,1050,Public Place of Amusement,2845640,ISSUE,04/29/2022,04/29/2022,04/29/2022,N,07/26/2022,08/15/2024,07/26/2022,07/26/2022,AAI,,,41.888741038,-87.637080541,"(41.888741038131876, -87.63708054058772)"
2283979-20161016,2542881,290797,3,"PIANOFORTE CHICAGO, INC.",PIANOFORTE CHICAGO,1335 S MICHIGAN AVE 1-3,CHICAGO,IL,60605,3,60,1,1050,Public Place of Amusement,2283979,RENEW,,07/06/2017,07/06/2017,N,10/16/2016,10/15/2018,07/07/2017,07/10/2017,AAI,,,41.864788604,-87.623943804,"(41.864788603629584, -87.62394380416927)"
2084736-20200316,2710612,283671,2,401 NORTH WABASH VENTURE LLC,TRUMP INTERNATIONAL HOTEL,401 N WABASH AVE 1-89,CHICAGO,IL,60611,42,55,18,1050,Public Place of Amusement,2084736,RENEW,,01/15/2020,02/11/2020,N,03/16/2020,03/15/2022,03/12/2020,03/13/2020,AAI,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
9822-20190716,2665546,4504,1,FURAMA RESTAURANT INCORPORATED,FURAMA RESTAURANT INC,4936 N BROADWAY,CHICAGO,IL,60640,48,40,20,1050,Public Place of Amusement,9822,RENEW,,05/15/2019,06/20/2019,N,07/16/2019,07/15/2021,11/25/2019,11/26/2019,AAI,,34,41.972613179,-87.659913349,"(41.97261317872583, -87.65991334912181)"
2355071-20170416,2512387,9244,19,TRATTORIA PIZZERIA ROMA INC.,WOODIE'S FLAT,"1535 N WELLS ST BSMT, 1ST, AND 2ND",CHICAGO,IL,60610,2,54,18,1050,Public Place of Amusement,2355071,RENEW,,02/15/2017,02/15/2017,N,04/16/2017,02/15/2018,03/30/2017,04/07/2017,AAI,,48,41.910189525,-87.634533167,"(41.91018952506366, -87.63453316663663)"
1044947-20200416,2714724,203395,1,"Broadway In Chicago, LLC",CIBC THEATRE,18 W MONROE ST,CHICAGO,IL,60603,34,9,1,1050,Public Place of Amusement,1044947,RENEW,,02/15/2020,03/03/2020,N,04/16/2020,04/15/2022,09/03/2020,09/04/2020,AAI,,1,41.880848143,-87.62843558,"(41.880848142504874, -87.62843558025095)"
24568-20190621,2677352,9921,2,"LAILA'S GRAND GAME ROOM, INC.",LAILAS GRAND BILLIARDS,7110 W GRAND AVE 1ST,CHICAGO,IL,60707,29,1,25,1050,Public Place of Amusement,24568,C_SBA,06/21/2019,06/21/2019,,N,06/21/2019,02/15/2020,06/21/2019,06/21/2019,AAI,,,41.923648648,-87.803083943,"(41.923648647963255, -87.80308394347287)"
37661-20210316,2768217,64071,1,909 NORTH MICHIGAN AVENUE CORPORATION,THE WESTIN MICHIGAN AVENUE,909 N MICHIGAN AVE,CHICAGO,IL,60611,2,35,18,1472,Music and Dance,37661,RENEW,,01/15/2021,06/24/2021,N,03/16/2021,03/15/2023,06/24/2021,06/25/2021,AAI,,,41.899539028,-87.623989,"(41.89953902796158, -87.62398900032618)"
2813319-20240116,2942936,479815,1,ONE TRIBE LLC,TRIBE,1239 W LAKE ST 1ST FLOOR,CHICAGO,IL,60607,27,33,12,1050,Public Place of Amusement,2813319,RENEW,,11/15/2023,01/11/2024,N,01/16/2024,01/15/2026,01/11/2024,01/22/2024,AAI,,,41.885370201,-87.658366649,"(41.88537020133907, -87.65836664932661)"
2595524-20201216,2756670,427301,1,ONION CERMAK ENTERPRISES LLC,FATPOUR TAP WORKS,"2206 S INDIANA AVE MEZZ, 1, & 2",CHICAGO,IL,60616,3,17,1,1050,Public Place of Amusement,2595524,RENEW,,10/15/2020,11/10/2020,N,12/16/2020,12/15/2022,06/28/2021,06/29/2021,AAI,,,41.852637001,-87.622408701,"(41.85263700127411, -87.62240870131416)"
1093141-20220616,2842196,52343,1,3733 NORTH HALSTED INC.,THE NORTH END,3733 -3735 N HALSTED ST,CHICAGO,IL,60613,46,24,19,1050,Public Place of Amusement,1093141,RENEW,,04/15/2022,04/20/2022,N,06/16/2022,06/15/2024,06/15/2022,06/16/2022,AAI,,8,41.950052664,-87.649428152,"(41.950052664237134, -87.64942815211083)"
1093141-20140616,2322458,52343,1,3733 NORTH HALSTED INC.,THE NORTH END,3733 -3735 N HALSTED ST,CHICAGO,IL,60613,46,24,19,1050,Public Place of Amusement,1093141,RENEW,,04/15/2014,06/12/2014,N,06/16/2014,06/15/2016,06/12/2014,06/13/2014,AAI,,8,41.950052664,-87.649428152,"(41.950052664237134, -87.64942815211083)"
